0 0
0.0814183 -0.0764802
0.146917 -0.132506
0.187347 -0.172621
0.257397 -0.224218
0.317132 -0.28336
0.400149 -0.35963
0.473094 -0.421133
0.589436 -0.52163
0.659058 -0.586802
0.718758 -0.647941
0.762765 -0.699809
0.810399 -0.746977
0.851199 -0.78266
0.963112 -0.894889
1.01078 -0.952501
1.08941 -1.01027
1.1631 -1.08189
1.20374 -1.10799
1.28309 -1.17351
1.36043 -1.2399
1.44023 -1.31499
1.50527 -1.41456
1.54694 -1.45738
1.61794 -1.53208
1.65809 -1.57131
1.74319 -1.65689
1.84328 -1.75892
1.90593 -1.83305
1.98107 -1.93237
2.03878 -1.99397
2.07118 -2.03411
2.12619 -2.10993
2.1794 -2.17375
2.26917 -2.27216
2.32626 -2.33779
2.37769 -2.39585
2.44738 -2.47907
2.51634 -2.5419
2.52828 -2.54667
2.5267 -2.54262
2.51491 -2.52848
2.5115 -2.51971
2.51461 -2.52357
2.49871 -2.50738
2.48338 -2.49267
2.47301 -2.47726
2.45759 -2.46219
2.44841 -2.45515
2.4461 -2.46365
2.45425 -2.47052
2.45198 -2.47356
2.44877 -2.47145
2.44781 -2.46673
2.45949 -2.48372
2.46787 -2.49321
2.42842 -2.45595
2.4561 -2.47958
2.45708 -2.48436
2.46065 -2.48879
2.45557 -2.48222
2.45924 -2.48646
2.45614 -2.48318
2.46348 -2.48962
2.4525 -2.47639
2.4593 -2.48375
2.45925 -2.48301
2.462 -2.48617
2.46727 -2.49346
2.45874 -2.48735
2.46105 -2.49177
2.45214 -2.48321
2.45423 -2.48689
2.44352 -2.47843
2.4409 -2.47587
2.36984 -2.39618
2.36845 -2.36916
2.2741 -2.2691
2.19929 -2.18705
2.11919 -2.10435
2.11561 -2.09665
2.02789 -2.01183
1.96348 -1.95343
1.89126 -1.87947
1.81338 -1.78927
1.73061 -1.70858
1.63608 -1.63176
1.5676 -1.56298
1.47879 -1.47053
1.40252 -1.40824
1.35711 -1.3629
1.28754 -1.28687
1.27771 -1.27161
1.28153 -1.26859
1.25471 -1.25806
1.26702 -1.26155
1.24179 -1.23281
1.25424 -1.24047
1.26185 -1.23379
1.27198 -1.23004
1.3039 -1.23758
1.31156 -1.2271
1.33438 -1.22931
1.35771 -1.22512
1.37909 -1.21875
1.40182 -1.21539
1.42747 -1.21391
1.43952 -1.19823
1.384 -1.23911
1.31411 -1.29455
1.23016 -1.37264
1.12391 -1.42035
1.08069 -1.52718
0.952545 -1.55551
0.968468 -1.64031
0.948715 -1.65351
0.894813 -1.60714
0.878878 -1.69941
0.803676 -1.77379
0.72987 -1.83783
0.668632 -1.92661
0.558271 -1.97861
0.481696 -2.04805
0.460201 -2.07096
0.508611 -2.00001
0.517199 -1.99923
0.543285 -2.03195
0.518253 -2.01382
0.499995 -1.99767
0.547166 -2.03632
0.544602 -2.03684
0.542675 -2.03733
0.533928 -2.03178
0.526793 -2.02855
0.526535 -2.02757
0.532225 -2.0331
0.535235 -2.03505
0.538956 -2.03671
0.535553 -2.03424
0.531734 -2.02967
0.534565 -2.03169
0.529872 -2.02957
0.525541 -2.02791
0.524402 -2.02724
0.519942 -2.02174
0.526356 -2.02748
0.522766 -2.02597
0.53109 -2.03282
0.532198 -2.03356
0.536972 -2.03552
0.537178 -2.03742
0.543204 -2.04051
0.549619 -2.04429
0.548112 -2.0444
0.441303 -1.95749
0.55515 -2.04864
0.553405 -2.04926
0.558248 -2.05002
0.502222 -1.99955
0.543344 -1.94003
0.65733 -1.89801
0.729249 -1.82182
0.772044 -1.71641
0.855717 -1.64626
0.928194 -1.57353
0.977037 -1.50126
1.04717 -1.42763
1.11735 -1.35718
1.1731 -1.29168
1.26811 -1.23438
1.35825 -1.16917
1.43065 -1.09606
1.50703 -1.02466
1.49174 -0.894459
1.58873 -0.829143
1.65547 -0.756641
1.76182 -0.689262
1.82376 -0.617908
1.89317 -0.543008
1.96653 -0.470545
1.98249 -0.344189
1.98819 -0.311059
2.02175 -0.207357
2.18644 -0.200762
2.12143 -0.166382
2.16872 -0.193787
2.16397 -0.1946
2.25547 -0.263159
2.10861 -0.164752
2.24331 -0.256071
2.2484 -0.258751
2.24909 -0.262458
2.10453 -0.156674
2.11094 -0.158164
2.11049 -0.157601
2.25298 -0.269975
2.25048 -0.265914
2.25364 -0.267286
2.25835 -0.275279
2.25874 -0.277046
2.25939 -0.273628
2.25973 -0.270974
2.25882 -0.275591
2.25651 -0.272357
2.25741 -0.273687
2.25866 -0.27427
2.26027 -0.276054
2.26089 -0.276819
2.26112 -0.276163
2.26231 -0.277982
2.26357 -0.280341
2.26376 -0.278258
2.26579 -0.279257
2.26834 -0.278825
2.26858 -0.276737
2.26756 -0.27521
2.27055 -0.276325
2.24373 -0.170245
2.24567 -0.168939
2.16282 -0.244333
2.09515 -0.336629
2.01522 -0.421117
1.94491 -0.500102
1.85974 -0.578407
1.77659 -0.647512
1.70542 -0.737737
1.61971 -0.792747
1.5407 -0.858282
1.50968 -0.877922
1.47902 -0.891609
1.3842 -0.940493
1.35492 -0.949355
1.33358 -0.953181
1.317 -0.967196
1.29674 -0.970827
1.27495 -0.968463
1.25667 -0.969946
1.2397 -0.975595
1.21806 -0.973529
1.19972 -0.965089
1.18794 -0.986944
1.17021 -0.979227
1.15527 -0.970656
1.14127 -0.96075
1.06139 -0.887623
0.970813 -0.820669
0.884174 -0.75894
0.800289 -0.688354
0.716569 -0.61282
0.649223 -0.543407
0.56326 -0.467343
0.484487 -0.392915
0.403449 -0.315235
0.322491 -0.235161
0.245807 -0.163283
0.163601 -0.0888974
0.0725427 -0.00152394
-0.00438327 0.0712892
-0.133167 0.19583
-0.221107 0.274052
